x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,g(x)
-5.9697,-5.7121,-8.5724,-5.8906,-4.4562,-6.5728,-9.0586,-4.7193,-4.9403,-2.068,54.469
-1.2827,-2.8729,-0.80457,-7.4825,-1.5233,-7.5064,-7.6777,-5.6281,-5.1282,0.97065,50.995
-3.2015,-10.23,-8.2591,-0.25754,-7.076,-7.7579,-0.19447,-5.7654,-4.5612,-3.9635,-8.5247
-2.3426,-5.304,-5.0903,-0.67528,-4.3389,-7.1835,-5.969,-0.97491,-8.2868,-4.623,95.259
0.4282,-3.4843,-5.2216,-2.8751,-8.5009,-4.2138,-3.3802,-4.5115,-6.7622,-4.1481,103.47
-4.1091,-5.6923,-1.8923,-3.7294,-3.0668,-5.0423,-3.1579,-2.4502,-3.9081,-4.08,39.008
-3.2828,-3.6666,-1.6595,-5.1779,-5.9709,-4.6314,-3.6795,-5.8138,-6.877,-5.8865,93.24
-6.316,-1.9629,-5.2788,-6.5025,-5.4418,-1.1364,-1.613,-6.1621,-5.4842,-3.3648,47.607
0.46859,-3.5968,-6.4013,-5.8727,-3.324,-1.4289,-5.4617,-0.42333,-0.37617,-4.599,49.664
-2.537,-5.8177,-2.7938,-2.9903,-2.8163,2.8334,-7.8005,-8.1138,-4.832,-2.7497,77.158
-3.0893,-0.95206,-9.8264,-2.8463,-5.0386,-3.9739,-7.6768,-4.8424,-1.6651,-1.9544,47.125
-8.6772,-8.3422,-0.6319,-5.0952,-7.5666,-5.244,-9.4539,-7.8391,-4.1767,-4.3505,104.4
-3.3245,-0.17832,-5.638,-5.9711,-5.3214,-3.0385,-7.5876,-4.8382,-1.6312,-4.8752,83.15
-7.1732,-1.8983,-1.9603,-9.0545,-4.9212,-4.2673,-5.3498,-3.5581,-3.5792,-1.4456,71.01
-3.625,-6.686,-5.9293,-0.6892,-7.8064,-3.6152,-6.4206,-3.7421,-3.096,-9.0106,98.647
-4.7208,-9.221,-3.6012,0.098194,-7.6612,-1.643,-7.5366,-5.1219,-1.0244,-4.0176,77.849
-4.1569,-0.95544,-2.2998,-3.0724,0.58249,-6.9635,-7.9458,-1.707,-5.6355,-6.6775,76.375
-3.151,1.1167,-0.52574,-4.5065,-2.6202,-3.0149,-2.8126,-3.2934,-5.7114,-6.5419,85.729
-4.5507,-5.6366,-5.0473,-0.10243,-4.8966,-2.8028,-6.0453,-7.2945,-4.842,-6.3662,68.124
-1.9572,1.4874,2.2735,-3.5916,-1.8134,-5.7296,3.3941,-2.0814,-1.974,-0.58763,-8.227
-2.8766,-1.6685,-3.1134,-7.7173,-7.9718,-4.1965,-3.3192,-7.1696,-3.7394,-1.4963,67.945
-4.4633,-1.8881,-3.2574,-3.3307,-8.5082,-6.86,1.3587,-1.4855,-4.483,-6.8862,69.946
-4.0872,-8.6871,-6.759,-6.3672,-2.6341,-1.6372,-3.5194,-8.3586,-3.1612,0.14946,-26.211
-5.7567,-6.3382,-10.698,-4.8029,-5.1222,-0.38503,-2.1746,-5.3926,-4.5106,-6.2535,19.764
-2.6228,-3.5084,-3.3819,-1.8577,-2.249,-6.25,-3.0478,-8.2305,-4.6303,-6.7876,18.669
-2.936,-3.1412,-4.4687,-7.1569,-7.1249,-4.1505,-2.0572,-4.9684,-4.2409,-4.7038,63.348
-7.8132,-0.85175,-9.2372,-2.6521,-2.703,-4.7478,-1.7345,-5.6229,-2.262,-5.7858,-15.945
-7.4503,-7.4358,-4.2662,-10.135,-10.346,-6.2753,-0.99353,-5.747,-4.8715,-1.8163,50.373
-5.7498,-4.3474,-6.3181,-8.6354,-4.2831,-4.2779,-0.86892,-4.4133,-5.9507,-6.0298,28.82
-1.2417,-5.2606,-3.2465,-4.9376,-5.6217,-7.7128,-1.1612,-3.253,-4.1888,-5.6657,40.891
-2.6452,-5.4611,-1.2658,-3.9212,-7.1066,-6.2147,-0.18072,-4.3795,-7.1912,-1.9707,59.722
-4.2797,-3.7891,-5.7089,-3.8487,-2.9516,-5.0749,-2.2708,-5.6192,-8.8169,-0.50586,28.968
-5.8031,-2.5605,-7.0968,-5.3004,-3.749,-1.5513,-6.0187,1.2066,-5.9608,-10.756,117.96
-1.6951,-7.3964,-1.0332,-5.4639,-6.5041,-4.7296,-5.3411,-6.7209,-5.3804,-2.0164,76.75
-6.117,-3.4,-3.1163,-7.4316,-5.2293,-6.0059,-6.4582,-1.4666,-3.1192,0.84444,66.038
-4.4961,-7.1849,-6.1566,-4.1488,-2.1792,-1.4026,-2.8453,-3.9019,-2.0139,-5.7553,1.4656
-3.2435,-6.8502,-6.0818,0.12738,-5.7687,-4.1511,-2.9047,-3.2209,-7.1357,-4.0766,62.034
-6.1717,-2.5048,-4.7271,-6.9754,-1.9737,-8.8976,-5.2441,-8.2277,-2.8816,-2.1652,-6.9663
-7.6386,-1.3851,-6.2309,-3.0314,0.084159,1.3115,-2.3877,-9.228,-3.1551,-4.5502,-19.177
-1.4755,-3.9817,-3.1824,-2.4518,-3.5059,-5.0741,-4.0933,-4.6907,-8.0154,-8.6904,87.372
-6.8411,-7.4263,-7.2747,-2.4009,-1.0277,-5.6554,-5.8719,1.105,-5.3812,-6.1342,39.307
1.9048,-5.8764,-2.8837,-2.9609,-1.2189,-5.8663,-4.5097,-7.9542,-7.675,-3.0213,32.309
-6.2925,-6.2385,-5.9278,-11.882,-6.9393,-4.3811,-2.3139,-0.90801,-7.6103,-3.7512,78.838
-4.7976,-6.5134,-0.99546,-2.0965,-4.7278,-12.256,-3.0191,-3.9099,-5.6673,-5.5115,43.275
-3.1758,-2.8493,-3.3558,-3.3573,-4.6772,-4.3867,-2.7562,-3.1336,-8.2486,-4.741,87.346
-12.615,-3.8392,-5.5791,-4.8221,-4.6149,-4.3643,-6.7473,-1.3029,-2.7621,-1.9851,55.518
-1.676,-4.6539,-4.1954,-3.2921,-5.3695,-7.6368,-4.6927,-6.851,-2.7961,-2.4443,28.825
-5.6214,-2.1041,-2.6387,-7.7516,-4.9273,-0.38488,-6.5953,-3.5792,-3.9331,-3.5169,101.32
-6.1397,-7.9767,-5.0204,-6.5961,-5.0618,-5.988,-3.1456,-3.3047,-1.8287,-2.1674,6.4065
-3.2966,-4.0662,-8.7396,-3.0535,-5.6299,-7.1628,-4.9978,-5.2526,0.34684,-5.0563,9.6594
-1.3756,-8.6373,-1.9282,-3.247,-2.5832,-0.39474,-4.0478,-7.1058,-4.7721,-3.1054,33.104
-5.318,-9.9287,-3.3769,-5.2906,-1.3374,-0.69791,-2.8904,-5.6185,-4.6771,-2.1914,-1.4629
-6.1064,-5.6782,-6.5532,-2.3585,1.9378,-3.003,-5.2529,-3.8723,-2.4482,-7.7892,-10.237
-4.4444,-4.2473,-9.5973,-2.2911,-2.3565,-2.8479,-5.714,-1.7486,-5.6076,-3.3993,41.823
-6.819,-1.2165,-6.9901,-2.8964,-5.0594,-6.0055,-4.2524,-4.5071,-4.8805,1.1555,33.003
-4.3074,-3.1806,-0.16684,-3.6801,-7.7654,-4.7503,-4.5776,-4.3591,-0.53406,-4.5435,81.723
-4.3777,-6.0866,-2.3874,-3.6129,-3.0556,-2.7303,-8.509,-1.5732,-6.0545,-6.7209,113.7
-2.9522,-2.6436,-5.3515,-4.0738,-0.39426,-3.5439,-5.9149,-4.031,-2.6901,-5.072,25.584
-5.1024,-6.7659,-7.5689,-1.7931,-4.37,-6.2477,-3.1822,1.0918,-6.2037,0.15816,33.478
-4.6024,-5.5703,-2.8189,-5.2092,-9.5771,-2.8522,-0.24544,-5.7284,-7.8533,-6.1419,100.31
-7.4881,-4.6144,-0.67074,-6.817,-5.423,0.6717,-7.4787,-10.316,-7.1768,-4.148,110.09
-3.2212,-5.9238,-3.2873,-2.8062,-9.4736,-6.8172,-4.4986,-2.5681,-6.8577,-0.95258,108.93
-4.5312,-6.7324,-3.5175,-5.2292,-2.5417,-3.8603,-0.4157,-2.8463,-6.7826,-4.2662,23.531
-2.5587,-9.0827,-5.2321,-3.7265,-5.1342,-3.9701,-2.1531,0.83944,-3.4071,-3.7141,38.28
-2.2191,-8.0266,-2.1254,0.0075386,-0.93517,-1.8574,1.6039,-4.9717,-3.0576,-0.17266,-47.122
-5.972,1.9388,-1.537,-2.0973,-4.5498,-3.6036,-1.6775,-9.9208,-5.3045,0.075737,35.15
-2.9315,-5.2518,-3.6122,-6.2211,-6.4555,-4.5449,-4.8152,-7.2028,-5.4129,-0.67423,59.773
-2.2613,-1.9932,-2.6324,-2.7816,-2.1282,-5.8849,-1.5435,-5.687,-7.6417,-0.73357,27.29
-4.0922,-6.0542,-6.5902,-5.1437,1.827,-4.4405,-1.6721,-5.1606,-7.4567,-1.4988,-33.975
-5.4233,-0.016198,-2.771,-6.1275,-4.809,-4.7489,-1.0353,-2.0731,-6.8872,-1.7443,67.87
-7.2555,-3.3526,-6.4083,-7.7473,-6.0409,-3.903,-9.9157,-1.9933,-4.0485,-4.7595,115.24
-1.0278,-8.5912,-3.7945,-7.2662,-9.1683,-0.15668,-1.1694,-4.4689,-2.5247,-3.0416,58.829
-4.9521,-3.2315,-2.7087,-7.329,-2.909,-7.0891,-4.8719,-4.3161,-4.3698,-7.0936,53.621
-5.7256,-8.9824,-9.6369,-4.7845,-6.1074,-5.5541,-9.1465,-5.4563,-7.1062,-2.2804,71.576
-3.964,-6.2654,-3.0521,-3.0297,-1.5437,-4.5609,-0.75507,-4.3684,-0.37783,-5.7442,-27.86
-5.2325,-9.5613,-5.1275,-3.8059,-8.8282,-1.988,-3.2611,-4.1847,-4.0727,-6.9327,77.503
-3.4455,-6.6117,-4.8223,-0.54354,-6.5474,-2.7993,-0.84564,-7.9903,-2.2384,-7.1619,20.56
-4.6344,-8.7735,-1.9969,-2.9438,-7.4292,-3.5493,-4.5552,-1.5078,-3.3537,-4.792,86.431
-4.8953,-7.1442,-3.3345,-5.0601,-5.8609,-2.3196,-6.5158,-1.1675,-5.6427,-6.9679,117.01
-2.7399,-3.9901,-7.4938,-7.4603,-6.3356,-5.5472,-6.5134,-1.1596,-6.1368,-2.4762,94.805
2.0669,-6.8984,-6.4358,-2.3925,-3.8683,-8.678,-3.1092,-3.6351,-3.79,-7.1375,22.192
-6.8623,-0.68923,0.2044,-0.24039,-8.7297,-3.2897,-2.5635,-0.25741,2.8207,-2.951,73.885
-5.6241,-5.8219,-1.8607,-5.2499,-3.8215,-9.375,0.30384,-4.9098,-6.9956,-3.7511,11.062
-0.46931,-2.007,-1.3423,-7.016,-5.6611,-5.6864,-4.6155,-7.9247,-2.0718,-0.68903,46.37
-6.1876,-9.8429,-0.49683,-2.4536,-7.7718,-7.6861,-6.4124,-1.4942,-7.3821,-3.8345,118.94
-9.5709,-1.193,-6.7101,-7.9817,-5.5259,-3.1646,-5.9631,-2.1031,2.2927,-4.0412,37.53
-5.7698,-3.3941,-6.3612,-6.7787,-3.8211,-3.8761,-4.9554,-3.0423,-7.8971,-1.2676,66.058
-7.1969,-4.3285,-5.6532,-4.1964,-4.8035,-2.0368,-7.9625,-3.7521,-4.2722,-3.2443,82.961
-8.4154,-4.9962,-7.455,-3.3919,-1.0601,-6.4365,-7.2889,-1.6187,-3.4027,-3.9334,23.044
-2.415,-4.8933,-6.2878,-11.168,-2.6637,-7.8023,-5.6895,-1.8404,-5.4108,-3.4029,41.653
-5.0843,-5.1376,0.40267,-5.155,0.67224,-3.2734,-3.1164,-3.5209,-4.2723,-5.2869,23.495
-6.9355,-4.5179,-7.396,-2.9137,-3.7294,-3.5459,-6.394,-1.2283,-6.4511,1.7281,57.562
-6.9601,-2.3032,-4.8508,-5.7925,-2.5538,-4.4172,-0.66448,-5.9437,-4.4197,-5.0277,2.5681
-3.6071,-4.8993,-1.8464,-2.4794,-8.0453,-3.0437,-0.92348,-6.1676,-3.1016,-3.8043,55.701
-0.064861,-7.464,-8.3404,-6.6132,-3.6582,-4.2763,-4.6011,-4.8078,-7.5322,-5.2184,48.04
-5.3483,-9.1908,-4.6874,-3.7341,-5.965,-4.8564,-3.716,-3.2675,-5.0428,-6.2977,56.168
-4.4385,-6.0173,-4.5691,-3.0397,0.23088,-0.42698,-0.1931,-4.7543,-4.4965,-6.9918,-10.522
-4.72,-1.6984,-7.0412,2.2732,0.92284,-2.9973,-3.6322,-2.3346,-1.4447,-2.6444,-21.063
-5.7349,-4.4298,-3.0054,-2.9116,-4.5877,-7.4141,-3.929,-6.262,-5.9841,-6.3752,56.296
-10.006,-6.5411,-2.5955,-4.114,-6.1949,-6.7321,-3.3347,-4.3833,-4.5058,-5.0364,49.99
0.73874,-3.5548,-3.7899,-3.9785,-0.34434,-8.281,-0.32762,-4.6836,-1.4739,-6.662,-33.66
-9.1996,-2.6999,-1.3434,0.41098,-2.7476,-5.9029,1.2127,-3.613,-0.47753,-6.086,-18.875
-7.9645,-2.0878,-1.8195,-6.9894,-3.327,-4.1356,-4.7706,-1.6434,0.31753,-3.7866,38.5
-5.4301,-3.7392,-2.3011,-5.1818,0.77227,-6.3321,-6.1619,0.031845,-3.6815,-2.9127,31.209
-8.292,-3.5421,-4.5762,-2.7246,-4.2631,-5.0305,-2.652,-7.8551,-4.8312,-0.050812,6.1478
-5.0771,-8.3164,-3.7553,-4.1014,-5.6801,-4.338,-2.3169,-8.9925,-3.0266,-2.9975,4.257
-3.1425,-4.7678,-10.472,0.59754,-4.6466,0.46912,-8.03,-1.9417,3.6357,-5.5839,32.133
-8.3757,-4.4135,-3.0416,-3.6156,-2.0392,-4.3723,-5.2881,-7.1614,-2.6322,-4.6185,16.767
-3.4877,1.9287,-3.3255,-1.1034,-2.9067,-1.3527,-6.5785,-6.4664,-2.3423,0.85562,54.801
-4.1151,-3.9071,-2.2886,-2.4446,-5.2522,-4.7283,-2.3532,-2.9255,-8.7229,-2.7699,86.035
-0.34663,-5.4812,-10.072,-2.1876,-5.8841,0.33213,-5.3944,-6.2015,-5.2169,-0.83909,52.986
-6.2077,-2.1448,-5.9578,-10.598,-4.8917,-1.8447,-2.8336,-2.3679,-6.4232,-7.6109,85.194
-2.2228,2.6035,-4.3687,-5.7081,-10.551,-7.2928,-5.0184,-4.352,-0.94267,-3.9258,108.11
-1.5054,-2.2597,3.6598,-7.6233,-4.0669,-4.3132,0.9633,-4.8558,-3.3063,-7.4072,52.612
-3.3371,-5.6875,-3.8627,0.89804,-5.5044,-3.3069,-8.0877,1.0434,-4.0064,-6.1924,122.2
-7.3529,-5.1224,-1.7016,-8.7817,-4.6326,-2.2633,-8.2651,-4.5282,0.00018766,-3.5326,67.25
-0.35993,-4.1608,-2.6593,-3.468,-4.5204,-6.2641,-8.3477,-7.9684,-1.301,-4.5254,58.9
-5.09,-5.8553,-0.71207,-5.6758,-3.239,-11.529,-2.7567,-2.5468,-4.2932,-4.6359,23.196
-2.7362,-7.1622,0.25473,-6.8485,-4.1017,-6.361,-4.334,-6.4431,-2.2195,-6.565,40.863
-8.0934,-6.2847,-7.7997,-2.96,-3.0837,1.8482,-2.2962,-5.7022,-2.3603,-3.6511,-4.3321
-5.3806,-4.4888,-6.761,-7.3681,-7.5518,-6.4638,-4.7332,-7.7078,-3.7836,-2.0314,41.346
-8.1498,-3.4924,-4.0615,-1.2573,-4.5488,-7.7948,-1.419,-10.064,-6.8882,-1.7316,4.1008
-6.134,-5.6016,-3.7021,-5.603,-4.6579,-5.1299,0.076001,-9.2271,-8.1881,-6.2215,25.325
-4.5132,-3.4095,-4.3265,-5.423,-7.4168,-1.8924,-4.9155,-7.5112,-2.1996,-2.6054,62.424
-3.4063,-6.5753,-11.605,-6.4279,-4.6456,-3.8826,-2.5386,-4.1202,-6.6932,-5.3124,22.194
-3.4003,-7.8408,-3.535,-3.2056,-7.8088,-7.0245,-2.1712,-5.9442,-5.9671,-4.1595,55.255
-3.7481,-5.5691,3.0708,-4.4702,-4.3929,-4.0717,-1.3739,-3.8761,0.41098,-5.383,29.53
-6.8636,-5.2056,-5.6027,0.65887,-2.6538,-6.3272,-6.9189,-0.14571,-2.3679,-1.9643,36.016
-3.7245,-2.5755,-5.8964,-2.0382,-7.5834,-7.7304,-5.0142,-1.8236,-2.2886,-5.0552,76.253
-0.31033,-2.1443,-3.7069,-6.7846,-2.9927,-2.4633,-3.8762,-8.3911,-2.4226,-8.2547,40.102
-8.3636,-6.3274,-5.73,-1.4791,-4.1076,-0.20449,-5.8944,-8.2203,-1.565,-4.3759,23.092
-7.4812,-3.2141,-0.66211,-7.3244,-6.0542,-4.9812,-4.6056,-4.7896,-6.0912,-6.4023,102.35
-3.5314,-3.4885,-8.0657,-3.1945,-0.66264,-4.7593,-6.9935,-7.1214,-6.5639,-3.5306,25.591
-4.8454,-0.28642,-6.3169,-6.0435,-5.2484,-6.6407,-3.1204,-1.98,-4.785,-1.5122,51.34
-2.4669,-6.342,-5.3153,-3.8193,-4.7605,-0.093968,-9.4019,-4.4852,-6.76,-3.6378,117.86
-1.9129,-3.6513,-3.7017,-2.1817,-2.3282,-5.5801,-2.5572,-5.0583,-4.7459,-8.7235,37.48
-4.2934,1.3667,-5.9602,-4.4217,-3.9531,-4.2283,0.67889,-0.5861,-5.1146,-2.2518,33.958
-0.86151,-6.9348,-3.5881,-5.0333,-4.16,-7.8256,-4.6603,-7.2452,-8.1305,-4.9169,56.747
